Город,Средняя зарплата
Мичуринск,51917.0
Рузаевка,51902.0
Льгов,51888.0
Тельмана,51887.0
Петровск-Забайкальский,51881.0
Култук,51875.0
Шкуринская,51875.0
Брусянский,51875.0
Рассказово,51871.0
Вельск,51854.0
Агаповка,51851.0
Игнатовка,51850.0
Кузино,51850.0
Знамя Октября,51824.0
Буланаш,51818.0
Новокузнецк,51774.0
Семибратово,51756.0
Владимир,51751.0
Рублево,51708.0
Птичник (Еврейская АО),51700.0
Вязьма,51695.0
Альметьевск,51674.0
Новоалексеевская,51667.0
Октябрьский (Хабаровский край),51667.0
Пыщуг,51667.0
Кадый,51667.0
Сусанино,51667.0
Суходолье (Ленинградская область),51667.0
Храброво,51667.0
Чистые Боры,51667.0
Быстрый Исток,51667.0
Ботлих,51667.0
Чернышевск,51660.0
Межозёрный (Челябинская область),51639.0
Адагум,51625.0
Переславль-Залесский,51619.0
Фокино (Приморский край),51614.0
Врангель,51612.0
Бологое,51610.0
Темиргоевская,51583.0
Большой Зетым,51556.0
Янаул,51547.0
Киржач,51543.0
Закаталы,51542.0
Ордубад,51542.0
Шеки,51542.0
Шемаха,51542.0
Мирный (Кировская область),51517.0
Красноуральск,51514.0
Железногорск (Красноярский край),51502.0
Приозёрный,51500.0
Али-Юрт,51500.0
Псков,51498.0
Оленегорск,51496.0
Октябрьский (Архангельская область),51479.0
Комаричи,51467.0
Кольцово (Свердловская область),51467.0
Трубчевск,51454.0
Сатис,51453.0
Князе-Волконское,51438.0
Панама,51431.0
Саки,51429.0
Детчино,51416.0
Малмыж,51412.0
Куровское,51409.0
Мелеуз,51409.0
Дальнегорск,51402.0
Абадзехская,51400.0
Ржев,51391.0
Короча,51390.0
Кировский,51375.0
Хвойная,51375.0
Троицк (Челябинская область),51364.0
Гобики,51350.0
Рыбинск,51345.0
Уват,51343.0
Венесуэла,51340.0
Спасск-Дальний,51337.0
Левокумское,51333.0
Ужур,51327.0
Ломоносов,51321.0
Лесной (Кировская область),51312.0
Дивногорск,51301.0
Аскино,51300.0
Сурск,51280.0
Уварово,51251.0
Большая Орловка,51250.0
Пушной (Мурманская область),51250.0
Воронцовка,51250.0
Отрадинское,51250.0
Мельниково (Ленинградская область),51250.0
Кисляковская,51250.0
Комсомольское (Дагестан),51250.0
Родниковская,51250.0
Керчевский,51250.0
Белая,51236.0
Алексеевск,51200.0
Атамановка (Читинский район),51200.0
Сенгилей,51181.0
Ульяновка (Ленинградская область),51144.0
Нур-Султан,51140.0
Глажево,51125.0
Кумертау,51125.0
Северская станица,51121.0
Мошенское (Новгородская область),51118.0
Малоярославец,51107.0
Коноково,51094.0
Гаврилов-Ям,51093.0
Удельная (Московская область),51084.0
Каргасок,51078.0
Купино,51060.0
Мценск,51031.0
Большие Дворы,51005.0
Серафимовский,51000.0
Тольятти,50993.0
Свень,50979.0
Михайловская,50972.0
Узловая,50961.0
Сретенск,50959.0
Малиновка,50958.0
Шарыпово,50949.0
Брянск,50947.0
Авдон,50944.0
Кикнур,50937.0
Гусь-Хрустальный,50936.0
Алнаши,50932.0
Новая Адыгея,50929.0
Раздольное (Приморский край),50929.0
Вербилки,50920.0
Лодейное Поле,50919.0
Алексин,50918.0
Подпорожье,50916.0
Большой Исток,50912.0
Россия,50900.0
Татарка (Ставропольский край),50900.0
Галич (Костромская область),50900.0
Ленинск-Кузнецкий,50881.0
Отрадное (Воронежская область),50878.0
Ковдор,50877.0
Староджерелиевская,50875.0
Кировское (Республика Крым),50861.0
Белоусово,50850.0
Боровск,50841.0
Увельский,50833.0
Солнечный (Кемеровская область),50833.0
Тальменка,50821.0
Крестцы,50821.0
Грибановский,50817.0
Кирсанов,50804.0
Запорожская,50800.0
Гурьевск (Кемеровская область),50794.0
Новатор,50792.0
Балезино,50780.0
пгт имени Свердлова,50777.0
Шексна,50777.0
Нижние Вязовые,50772.0
Белозерск,50765.0
Бежецк,50728.0
Волжский (Волгоградская область),50726.0
Шемордан,50700.0
Грязи,50675.0
Первомайский (Тамбовская область),50673.0
Дмитриевский,50667.0
Алтайское,50667.0
Иваново (Ивановская область),50646.0
Качканар,50645.0
Ухта,50636.0
Ревякино,50625.0
Сладково,50625.0
Всеволодо-Вильва,50625.0
Енисейск,50616.0
Ельня,50581.0
Снегири,50572.0
Баклань (Брянская область),50571.0
Радовицкий,50562.0
Лебяжье (Кировская область),50553.0
Гвардейское (Республика Крым),50531.0
Салаир,50526.0
Йошкар-Ола,50508.0
Абатское,50504.0
Усть-Кан,50500.0
Безопасное,50500.0
Гремячье,50500.0
Стрелка,50500.0
Братск,50495.0
Дальнереченск,50495.0
Петрозаводск,50483.0
"Амзя (Нефтекамск, Башкортостан)",50444.0
Янгиюль,50441.0
Воткинск,50421.0
Товарковский,50417.0
Заринск,50417.0
Верх-Нейвинский,50406.0
Джалал-Абад,50404.0
Костомукша,50404.0
Вольное (Астраханская область),50400.0
Лихославль,50395.0
Керчь,50388.0
Курчатов,50376.0
Курган,50352.0
Рассвет,50352.0
Шира,50339.0
Пинега,50333.0
Новозавидовский,50333.0
Ахтарский,50333.0
Шумерля,50327.0
Чекмагуш,50311.0
Коммунар,50308.0
Новое Девяткино,50302.0
Новогорный,50300.0
Бетьки,50283.0
Крутоярский (Рязанская область),50281.0
Хромтау,50277.0
Днепродзержинск,50264.0
Советск (Тульская область),50262.0
"Чернава (Рязанская область, Милославский район)",50250.0
Преображенка (Оренбургская область),50250.0
Верхняя Пышма,50231.0
Печора,50230.0
Черкассы,50216.0
Чемал,50214.0
Горнозаводск,50208.0
Сковородино,50203.0
Санчурск,50196.0
Междуреченск,50195.0
Локоть,50188.0
Курская (Ставропольский край),50188.0
Пласт,50185.0
Киселевск,50183.0
Дюртюли,50166.0
Барнаул,50127.0
Княгинино,50117.0
Светогорск,50107.0
Микунь,50100.0
Викулово,50083.0
Локомотивный (Челябинская область),50071.0
Токмок,50060.0
Троицкая,50056.0
Балакирево,50051.0
Заинск,50016.0
Чистополь,50014.0
Кокуй (Забайкальский край),50000.0
Колодезный,50000.0
Староалейское,50000.0
Каптырево,50000.0
Вареновка,50000.0
Ильичево,50000.0
Рудный (Свердловская область),50000.0
Субботино,50000.0
Павлоградка,50000.0
Горхон,50000.0
Витим,50000.0
Придонской,50000.0
Судай,50000.0
Авдеевка,50000.0
Верхние Серги,50000.0
Вершино-Дарасунский,50000.0
Красюковская,50000.0
Новобессергеневка,50000.0
Новофёдоровка,50000.0
Кореиз,50000.0
Вилино,50000.0
Каменское (Республика Крым),50000.0
Каменоломня,50000.0
Чурапча,50000.0
Шувакиш,50000.0
Ахты,50000.0
Саган-Нур,50000.0
Радченко,50000.0
Игрим,50000.0
Мирный (Ульяновская область),50000.0
Мещовск,49999.0
Иордания,49998.0
Белогорск,49994.0
Глоднево (Брянская область),49979.0
Горки-2,49973.0
Ессентуки,49971.0
Магнитогорск,49963.0
Северо-Задонск,49958.0
Звериноголовское,49938.0
Гирей,49938.0
Успенка,49933.0
Ликино-Дулево,49925.0
Конаково,49923.0
Репино,49917.0
Бердск,49909.0
Дивеево,49906.0
Крымск,49903.0
Пильна,49902.0
Жаворонки,49891.0
Сосновское,49876.0
Липецк,49874.0
Игра,49855.0
Приморск,49854.0
Курск,49839.0
Новый Ропск,49821.0
Уруссу,49812.0
Обь,49801.0
Волчиха,49795.0
Ловозеро,49786.0
Тамбов,49778.0
Североморск,49769.0
Артемовский (Свердловская область),49768.0
Комсомольский (Республика Мордовия),49762.0
Пелагиада,49750.0
Харп,49750.0
Петергоф,49708.0
Полтава,49703.0
Квиток,49700.0
Власиха (Алтайский край),49688.0
Лебедянь,49677.0
Николаевка (Еврейская АО),49676.0
Вахруши,49675.0
Холм,49655.0
Абинск,49642.0
Жирятино,49607.0
Вихоревка,49600.0
Балашов,49592.0
Кольцово,49592.0
Тымовское,49590.0
Базарный Сызган,49583.0
Бердюжье,49568.0
Луга,49568.0
Приютово,49560.0
Малино,49550.0
Калтан,49537.0
Волово (Тульская область),49531.0
Каликино,49526.0
Вятские Поляны,49519.0
Чердаклы,49508.0
Зарайск,49502.0
Озерки (Алтайский край),49500.0
Московское (Ставропольский край),49494.0
Можга,49492.0
Минусинск,49483.0
Светлый,49470.0
Краснокаменск,49456.0
Демино (Ставропольский край),49444.0
Пряжа,49444.0
Косулино (Свердловская область),49438.0
Воронежская (Краснодарский край),49423.0
Черноерковская,49417.0
Удобная,49417.0
Навашино,49413.0
Солнечнодольск,49406.0
Торжок,49404.0
Витязево,49375.0
Рябово (Ленинградская область),49375.0
Мурмаши,49361.0
Новая Паника,49333.0
Жирнов,49325.0
Сураж,49323.0
Альменево,49292.0
Льгово (Рязанская область),49282.0
Оек,49280.0
Сарманово,49276.0
Петровское (Ярославская область),49265.0
Ишим,49259.0
Суксун,49259.0
Ладовская Балка,49250.0
Марфино (Астраханская область),49250.0
Шерегеш,49239.0
Сотницыно,49224.0
Александровск (Пермский край),49214.0
Беково,49212.0
Безенчук,49211.0
Первомайский (Краснодарский край),49200.0
Межгорье (Республика Башкортостан),49170.0
Елово (Пермский край),49167.0
Ромашкинское сельское поселение (Ленинградская область),49167.0
Курчанская,49167.0
Мордвес,49167.0
Агеево (Тульская область),49167.0
Новобейсугская,49167.0
Исфана,49159.0
Кадамжай,49159.0
Таш-Кумыр,49159.0
Кочкор-Ата,49159.0
Кара-Суу,49159.0
Кербен,49159.0
Сулюкта,49159.0
Талас,49159.0
Узген,49159.0
Селижарово,49136.0
Сольвычегодск,49118.0
Череповец,49101.0
Токтогул,49101.0
Западно-Сибирский округ,49090.0
Форос,49087.0
Гигант,49083.0
Гагарин,49038.0
Добрунь,49031.0
Усть-Ордынский,49024.0
Дебёсы,49024.0
Поярково (Амурская область),49000.0
Северка (Свердловская область),49000.0
Частые,49000.0
Чучково,49000.0
Тюменская область,49000.0
Чекалин,48992.0
Кириши,48948.0
Вилючинск,48941.0
Красноярский,48929.0
Варандей,48917.0
Боринское,48913.0
Джалиль,48907.0
Вологда,48905.0
Саранск,48880.0
Товарково (Калужская область),48875.0
Новохоперск,48874.0
Сибай,48867.0
Железногорск-Илимский,48859.0
Белый,48857.0
Торопец,48852.0
Сиверский,48833.0
Архонская,48833.0
Африканда,48833.0
Гизель,48833.0
Дрезна,48823.0
Усмань,48820.0
Дивноморское,48810.0
Хохряки,48800.0
Ирпень,48793.0
Сосновоборск,48787.0
Шепси,48786.0
Северо-Центральный округ,48781.0
Александровка (Ростовская область),48773.0
Сосьва,48768.0
Ермишь,48758.0
Углич,48757.0
Сямжа,48757.0
Корзуново,48750.0
Молочные Дворы,48750.0
Холм-Жирковский,48750.0
Усть-Качка,48731.0
Будогощь,48729.0
Обоянь,48704.0
Новая Ляда,48700.0
Гайдук,48700.0
Ядрин,48685.0
Кременки,48683.0
Платнировская,48682.0
Северо-Курильск,48678.0
Сосновый Бор,48672.0
Горловка,48661.0
Медногорск,48647.0
Нижняя Тавда,48639.0
Ливны,48618.0
Новобирюсинский,48600.0
Молчаново,48600.0
Демократическая Республика Конго,48594.0
Лысково,48591.0
Болхов,48587.0
Верхний Услон,48581.0
Кыргызстан,48576.0
Псебай,48575.0
Городец,48574.0
Камень-на-Оби,48561.0
Куйтун,48559.0
Эссо,48528.0
Темрюк,48524.0
Оренбург,48509.0
Козьмодемьянск,48501.0
Отрадо-Ольгинское,48500.0
Колобродов,48500.0
Знаменское (Омская область),48500.0
Ханская,48500.0
Покров,48466.0
Новоржев,48465.0
Бирск,48456.0
Варна (Челябинская область),48453.0
Ширин,48445.0
Кимовск,48440.0
Сасыкино,48423.0
Новый Киструс,48423.0
Меньшие Можары,48423.0
Кустаревка (Рязанская область),48423.0
Лесное Конобеево,48423.0
Кузьминское (Рязанская область),48423.0
Придорожный (Рязанская область),48423.0
Криуша (Рязанская область),48421.0
Козельск,48416.0
Денежниково (Рязанская область),48403.0
Кубанская,48400.0
Мальдивская Республика,48384.0
Орел,48377.0
Казьминское,48375.0
Северодвинск,48371.0
Шацк (Рязанская область),48351.0
Пудомяги,48333.0
Садовый (Свердловская область),48333.0
Восточный (Свердловская область),48333.0
Митрофановка,48333.0
Суворов,48329.0
Сыктывкар,48318.0
Новороссийск,48314.0
Заокский,48309.0
посёлок Биокомбината,48304.0
Шебалино,48300.0
Белово,48295.0
Базарные Матаки,48291.0
Ясногорск,48279.0
Горный,48267.0
Сосногорск,48266.0
Мухтолово,48262.0
Новосмолинский,48262.0
Бреды,48258.0
Колчаново,48250.0
Новозаведенное,48250.0
Ногир,48250.0
Плеханово,48250.0
Гражданское (Ставропольский край),48250.0
Кара-Тюбе,48250.0
Ир,48250.0
Новотроицкая (Ставропольский край),48250.0
Синезерки,48250.0
Эльхотово,48250.0
"Алексеевка (Уфимский район, Башкортостан)",48250.0
Свободы,48250.0
Благодатное,48250.0
Бешпагир,48250.0
Расшеватская,48250.0
Преградное,48250.0
Советская Гавань,48240.0
поселок Степана Разина,48225.0
Кшенский,48216.0
Истье (Рязанская область),48204.0
Маркс,48202.0
Инзер,48200.0
Чкаловск,48199.0
Кильмезь,48190.0
Заволжье,48172.0
Красная Гора,48167.0
Троицкое (Республика Калмыкия),48167.0
Новые Зори,48167.0
Толочин,48160.0
Нововоронеж,48159.0
Мураши,48156.0
Усть-Кишерть,48150.0
Верхнее Дуброво,48143.0
Балаганск,48133.0
Большой Луг,48133.0
Еланцы,48133.0
Белокуриха,48127.0
Джигинка,48125.0
Калниболотская,48125.0
Ям-Ижора,48125.0
Боготол,48122.0
Фокино (Брянская область),48120.0
Лысьва,48110.0
Большеречье,48100.0
Малая Пурга,48094.0
Волжск,48078.0
Верхне-Приволжский округ,48076.0
Белозерское (Курганская область),48075.0
Бедеева Поляна,48075.0
Ребриха,48071.0
Ветлуга,48061.0
Славянск-на-Кубани,48055.0
Осташков,48032.0
Сибирский,48000.0
Кондинское,48000.0
Усть-Омчуг,48000.0
Зеленогорск (Красноярский край),47989.0
Бабяково,47969.0
Завитинск,47968.0
Кантемировка,47961.0
Кузьмоловский,47958.0
Заплюсье,47950.0
Павлово,47945.0
Кизнер,47945.0
Канск,47941.0
Актюбинский,47931.0
Завьялово,47929.0
Форносово,47929.0
Селезнёво (Ленинградская область),47925.0
Сосновый Бор (Псковская область),47917.0
Советская,47917.0
Демидов,47915.0
Сеченово,47902.0
Леваши (Дагестан),47900.0
Упорная,47900.0
Смоленск,47897.0
Алушта,47884.0
Алексеевка,47880.0
Починки  ( Нижегородская область),47875.0
Муезерский,47875.0
Тобольск,47867.0
Архангельское (Республика Башкортостан),47864.0
Шадринск,47856.0
Турки,47844.0
Кривское (Калужская область),47833.0
Глушково,47796.0
Приладожский,47778.0
Кстово,47771.0
Велиж,47768.0
Тутаев,47743.0
Андреаполь,47727.0
Кола,47724.0
Поронайск,47719.0
Елань,47704.0
Богородское,47697.0
Износки,47696.0
Новотитаровская,47677.0
Бабынино (Калужская область),47665.0
Острогожск,47664.0
Мыски,47656.0
Аскиз,47654.0
Нижняя Салда,47638.0
Ахтанизовская,47625.0
Приозерск,47605.0
Талинка,47600.0
Ишеевка (Ульяновская область),47594.0
Красная Горбатка,47594.0
Мурыгино,47589.0
Ермолино (Калужская область),47583.0
Бородинский,47573.0
"Покровка (Октябрьский район, Приморский край)",47571.0
Рыльск,47567.0
Жилетово,47565.0
Хвалынск,47565.0
Кутулик,47551.0
Нивное (Брянская область),47547.0
Александровка,47536.0
Новый Свет (Республика Крым),47514.0
Чебоксары,47511.0
Инякино,47505.0
Паньшино,47500.0
Кубанский (Новопокровский район),47500.0
Южный-1,47500.0
Советский (Республика Крым),47500.0
Янтарный,47500.0
Новониколаевская (Краснодарский край),47500.0
Стрельцы,47500.0
Большаково,47500.0
Приморье,47500.0
Красноторовка,47500.0
Красненькая,47500.0
Просвет (Курганская область),47500.0
Иковка,47500.0
Октябрьский (Алтайский край),47500.0
Магарамкент,47500.0
Верх-Катунское,47500.0
Мальково,47500.0
Убей,47500.0
Покрово-Пригородное,47500.0
Кожевниково,47500.0
Октябрьский (Тульская область),47500.0
Давлеканово,47499.0
Миасс,47497.0
Крапивинский,47491.0
Анапа,47477.0
Саянск,47475.0
Карсун,47465.0
Макаров (Сахалинская область),47457.0
Земетчино,47452.0
Мантурово,47448.0
Толмачево,47441.0
Лиски,47414.0
Боровичи,47387.0
Бураево,47375.0
Хомутовка,47358.0
Рудногорск,47350.0
Высоковск,47343.0
Шилка,47333.0
Волгореченск,47313.0
Половинное,47309.0
Павино,47306.0
Чернуха,47305.0
Агинское,47302.0
Новосибирская область,47292.0
Солнечный (Воронежская область),47286.0
Локня (Псковская область),47250.0
Бершеть,47250.0
Жарковский,47250.0
Славянка (Приморский край),47247.0
Злынка,47242.0
Свердловская область,47220.0
Алупка,47203.0
Любинский,47200.0
Зеленодольск (Республика Татарстан),47199.0
Махачкала,47193.0
Волосово,47174.0
Анжеро-Судженск,47170.0
Сонково,47164.0
Саракташ,47160.0
Погар,47147.0
Олекминск,47142.0
Лисаковск,47139.0
Нижнеудинск,47128.0
Севск,47104.0
Васильково,47067.0
Агрыз,47057.0
Венев,47052.0
Ферзиково,47050.0
Ковернино,47048.0
Бижбуляк,47043.0
Пышлицы,47042.0
Переделкино,47023.0
Хвастовичи (Калужская область),47000.0
Кудиново,47000.0
Демьянское,47000.0
Тюменцево,47000.0
Каменка (Пензенская область),46973.0
Усть-Кокса,46967.0
Даштабад,46948.0
Городище (Пензенская область),46933.0
Челбасская,46917.0
Ставрополь,46915.0
Ачинск,46903.0
Верхоянск,46899.0
Звёздный (Пермский край),46889.0
Бекешевская,46889.0
Большая Мурта,46881.0
Ожерелье,46881.0
Шебекино,46876.0
Рамешки,46865.0
Саргатское,46865.0
Алёшино (Сасовский район),46861.0
Сарапул,46853.0
Солигалич,46850.0
Богородск,46848.0
Глазов,46834.0
Мосальск,46827.0
Сергач,46822.0
Верхняя Тура,46808.0
Бийск,46804.0
Старомышастовская,46801.0
Айша,46777.0
Толбазы,46776.0
Гороховец,46775.0
Кашин,46774.0
Таштагол,46762.0
Булгаково,46754.0
Тульский (Адыгея),46753.0
Сухая Буйвола,46750.0
Романовка (Саратовская область),46750.0
Новомичуринск,46748.0
Туймазы,46745.0
Инза,46735.0
Советский (Ханты-Мансийский АО),46727.0
Муром,46724.0
Михайлов,46721.0
Котлас,46712.0
Лермонтов,46678.0
Раевская,46667.0
Горбунки,46667.0
Межевой (Саткинский район),46667.0
Ольгинское (Северная Осетия),46667.0
Прочноокопская,46667.0
Карпогоры,46659.0
Трудовое (Приморский край),46655.0
Оса,46652.0
Отрадное,46640.0
Бирюч,46639.0
Киров (Кировская область),46630.0
Залегощь,46625.0
Арсеньев,46616.0
Солдато-Александровское,46615.0
Боровский,46612.0
Плотниково,46610.0
Красный Яр,46601.0
Ангарск,46601.0
Саратовская,46589.0
Степное (Ставропольский край),46583.0
Карабаш (Челябинская область),46576.0
Бугульма,46571.0
Казанское,46567.0
Первомайский (Тульская область),46567.0
Джубга,46565.0
Снежинск,46552.0
Сокольники,46544.0
Максатиха,46542.0
Нижний Тагил,46539.0
Усолье-Сибирское,46535.0
Горный Щит,46500.0
"Заречье (рабочий посёлок, Одинцовский район)",46500.0
Ершовка,46500.0
Старомарьевка (Ставропольский край),46500.0
Серноводское,46500.0
Онгудай,46500.0
Тербуны,46495.0
Мишеронский,46492.0
Улан-Удэ,46490.0
Новоивановское,46485.0
Арзамас,46462.0
Мышкин,46462.0
Великие Луки,46457.0
Сызрань,46443.0
Саяногорск,46430.0
Оханск,46419.0
Вожега,46411.0
Южа,46401.0
Петровск,46398.0
Кадников,46393.0
Тбилисская,46393.0
Усть-Лабинск,46386.0
Кентау (ЮКО),46376.0
Радужный (Владимирская область),46373.0
Верх-Тула,46372.0
Лесной (Рязанская область),46371.0
Дно,46371.0
Борисоглебск,46367.0
Саров,46367.0
"Комсомольский (Кунгурский район, Пермский край)",46357.0
Усолье,46340.0
Томмот,46334.0
Шенкурск,46333.0
Георгиевская,46333.0
Отказное,46333.0
Спасское,46326.0
Синявино,46311.0
Московская область - Запад,46275.0
Ильский,46253.0
Армизонское,46250.0
Павлодольская,46250.0
Камышеватская,46250.0
Южноуральск,46240.0
Кумены,46224.0
Кривянская,46222.0
Полетаево (Челябинская область),46222.0
Дегтярск,46221.0
Пошехонье,46212.0
Александров,46209.0
Белые Берега,46208.0
Екатериновка (Саратовская область),46200.0
Куса,46197.0
Токаревка,46191.0
Васюринская,46167.0
Нефтегорск (Самарская область),46159.0
Никель (Мурманская область),46156.0
Новочеркасск,46144.0
Балахна,46135.0
Отрадо-Кубанское,46125.0
Черногорск,46122.0
Зарафшан,46117.0
Чусовой,46116.0
Медвежьегорск,46103.0
Залари,46101.0
Алатырь,46090.0
Новодвинск,46088.0
Плавск,46086.0
Яранск,46085.0
Кинель-Черкассы,46078.0
Линево (Новосибирская область),46074.0
Нерчинск,46066.0
Карабаново,46063.0
Ивдель,46057.0
Задонск,46052.0
Новомосковск (Тульская область),46051.0
Гиагинская,46046.0
Богородицк,46041.0
Майлуу-Суу,46030.0
Волгодонск,46030.0
Джанкой,46023.0
Щекино,46023.0
Калининская,46016.0
Новый Мултан,46000.0
Правокумское,46000.0
Веселое (Курская область),46000.0
Вырица,45971.0
Советский (Республика Марий Эл),45955.0
Гусино,45938.0
Песковка,45935.0
Липки,45914.0
Абдулино,45905.0
Сясьстрой,45902.0
Плавица,45897.0
Дубровка,45896.0
Первомайский (Кировская область),45894.0
Рыбное,45893.0
Ивангород,45890.0
Темиртау (Кемеровская область),45888.0
"Архангельское (Тульская область, Каменский район)",45885.0
Чирчик,45879.0
Суджа,45875.0
Засеково,45857.0
Федоровка (Республика Башкортостан),45854.0
Смоленское,45850.0
Усады,45850.0
Грязовец,45847.0
Лог,45844.0
Краснокамск,45844.0
Ува,45842.0
Весёлое (Краснодарский край),45833.0
Ельцовка,45833.0
Камень-Рыболов,45821.0
Славянск,45811.0
Зилаир,45808.0
Переясловская,45800.0
Жердевка,45798.0
Кабардинка,45793.0
Бородино,45785.0
Пионерский (Свердловская область),45783.0
Шиханы,45783.0
Реж,45765.0
Чагода,45754.0
Верхнетемерницкий,45750.0
Боговарово,45740.0
Бахрейн,45735.0
Новотроицк (Оренбургская область),45726.0
Крыловская станица (Крыловский район),45714.0
Динская станица,45711.0
Ивня,45696.0
Верхошижемье,45690.0
Житомир,45684.0
Карагали,45667.0
Кирово-Чепецк,45662.0
Чайковский,45637.0
Макеевка,45626.0
Мисайлово,45625.0
Старый Оскол,45618.0
Восточный (Кировская область),45603.0
Старая Русса,45598.0
Болгар,45594.0
Серышево,45567.0
Загорянский,45565.0
"Воскресенское (Тульская область, Дубенский район)",45556.0
Усть-Кинельский,45556.0
Тетюши,45539.0
Сланцы,45536.0
Ялуторовск,45531.0
Западная Двина,45525.0
Ильинский (Пермский край),45525.0
Нефтекамск,45520.0
Чебаркуль,45515.0
Кировоград,45511.0
Новоомский,45510.0
Сторожинец,45505.0
Глыбокая,45505.0
Черноисточинск,45500.0
Путёвка,45500.0
Мирный (Самарская область),45496.0
Грушевская,45475.0
Горшечное,45474.0
Железноводск,45471.0
Пирогово,45462.0
Килемары,45444.0
Буздяк,45441.0
Юрюзань,45436.0
Губкин,45434.0
Акташ (Узбекистан),45429.0
Туапсе,45421.0
Лайково,45417.0
Ишимбай,45403.0
Даровской,45401.0
Антропово,45400.0
Нижний Бестях,45400.0
Ковров,45396.0
Юкаменское,45389.0
Аргамаково (Рязанская область),45386.0
Заполярный,45371.0
Любим,45347.0
Кизилюрт,45334.0
Зуевка,45322.0
Зюкайка,45312.0
Тимирязевский (Челябинская область),45312.0
Нолинск,45311.0
Ясный,45292.0
Щелкун,45292.0
Абакан,45281.0
Мензелинск,45249.0
Белорецк,45235.0
Прибрежный,45233.0
Белая Берёзка,45214.0
Атяшево,45211.0
Новоуральск,45211.0
Каргаполье,45205.0
Кировград,45203.0
Спас-Деменск,45200.0
Новоильинский (Пермский край),45188.0
Троицкий,45188.0
Тимашевск,45185.0
Салават,45183.0
Дорогино,45181.0
Атырау,45169.0
Болохово,45152.0
Тюльган,45136.0
Суходол (Самарская область),45128.0
Каракулино,45125.0
Первоуральск,45121.0
Костерево,45103.0
Чапаевск,45100.0
Куяново (Башкортостан),45100.0
Зубцов,45086.0
Кузнечное,45083.0
Новозыбков,45073.0
Большие Чапурники,45071.0
Щедрино,45046.0
Дмитриев-Льговский,45043.0
Полотняный Завод,45042.0
Савино,45028.0
Юго-Центральный округ,45024.0
Миньяр,45024.0
Ртищево,45008.0
Парфино,45005.0
Дзержинск (Нижегородская область),45003.0
Малка,45000.0
Солдатская,45000.0
Сармаково,45000.0
Заплавное,45000.0
Владимирская (Краснодарский край),45000.0
Управленческий,45000.0
Галашки,45000.0
Шалушка,45000.0
Новощербиновская,45000.0
Анзорей,45000.0
Екатериноградская,45000.0
Медное (Тверская область),45000.0
Чаадаевка,45000.0
Исламей,45000.0
Хасанья,45000.0
Сагопши,45000.0
Ярково,45000.0
Новокручининский,45000.0
Нижний Чир,45000.0
Приморский край,45000.0
Рощинский,45000.0
Куба (Кабардино-Балкария),45000.0
Утёвка (Самарская область),45000.0
Кишпек,45000.0
Усть-Уда,45000.0
Дыгулыбгей,45000.0
Львовское,45000.0
Баксаненок,45000.0
Кантышево,45000.0
Кенже,45000.0
Русско-Высоцкое,45000.0
Нартан,45000.0
Губаха,44986.0
Никольское,44977.0
Елатьма,44968.0
Калининск,44962.0
Чикола,44917.0
Высокая Гора,44913.0
Мукачево,44906.0
Чесма,44904.0
Орск,44901.0
Чернушка,44879.0
Верещагино,44877.0
Поназырево,44875.0
Нелидово,44865.0
Мишкино,44861.0
Ровеньки (Белгородская область),44842.0
Шаркан,44842.0
Хилок,44836.0
Морозовск,44835.0
Михайловское,44833.0
Дорогобуж,44831.0
Пестрецы,44816.0
Клинцы,44787.0
Кольчугино,44781.0
Асбест,44781.0
Кипень,44775.0
Анастасиевская,44766.0
Кош-Агач,44750.0
Нижняя Пойма,44743.0
Березовский (Кемеровская область),44741.0
Первомайск (Нижегородская область),44739.0
Заставна,44738.0
Кицмань,44738.0
Осиновая Гора,44733.0
Инской,44724.0
Берёзово,44712.0
Новопокровская,44711.0
Краснослободск (Республика Мордовия),44695.0
Верея,44691.0
Казанская,44690.0
Краснощёково,44688.0
Конышевка,44667.0
Промышленная,44662.0
"Мирный (Брянская область, Гордеевский район)",44656.0
Аксай (Ростовская область),44651.0
Цементный (Свердловская область),44633.0
Исаклы,44629.0
Новоуткинск,44629.0
Новгородская область,44625.0
Капустин Яр,44625.0
Гдов,44621.0
Агроном (Краснодарский край),44618.0
Цивильск,44612.0
Евпатория,44605.0
Суздаль,44604.0
Ленинское (Еврейская АО),44600.0
Хадыженск,44596.0
Майма,44577.0
Среднеуральск,44568.0
Октябрьск,44555.0
Томари,44549.0
Старица,44547.0
Бикин,44538.0
Долгоруково,44534.0
Усть-Камчатск,44522.0
Искитим,44518.0
Минеральные Воды,44515.0
Вилюйск,44504.0
Орловка (Ставропольский край),44500.0
Домна (Забайкальский край),44500.0
Ачикулак,44500.0
Балахоновское,44500.0
Строитель,44500.0
Янтарное,44500.0
Прохоровка,44486.0
Черемшан,44486.0
Буча,44486.0
Верхние Киги,44478.0
Сафоново,44474.0
Новый Оскол,44470.0
Ряжск,44457.0
Бисерть,44444.0
Ачхой-Мартан,44400.0
Свеча,44395.0
Адыге-Хабль,44383.0
Становое,44377.0
Крапивна (Тульская область),44375.0
Москаленки,44375.0
Обозерский,44375.0
Колпны,44375.0
Днепропетровская область,44363.0
Алапаевск,44361.0
Оршанка,44358.0
Сосенский,44351.0
Лойно,44343.0
Красновишерск,44340.0
Скопин,44336.0
Верхняя Салда,44298.0
