Город,Средняя зарплата
Садовое,35333.0
посёлок Память Парижской Коммуны,35316.0
Калчуга,35300.0
Черноморское,35280.0
Пионерский (Ханты-Мансийский АО),35278.0
Ипатово,35276.0
Шахтинск,35266.0
Ладожская,35239.0
Энем,35227.0
Чертково,35227.0
Пшехская,35179.0
Милютинская,35117.0
Костанай,35079.0
Приволжье (Самарская область),35064.0
Каменка (Воронежская область),35040.0
Болотное,35038.0
Макат (Атырауская область),35014.0
Карпинск,35013.0
Степногорск,35002.0
Астара,35000.0
Старая Станица,35000.0
Оренбургская область,35000.0
Красноярская (Ростовская область),35000.0
Кротовка,35000.0
Яковлево,35000.0
Батаюрт,35000.0
Молодёжный,35000.0
Курумкан,35000.0
Новый Егорлык,35000.0
Высокий (Мурманская область),35000.0
Ореанда,35000.0
Оржицы,35000.0
Большие Тарханы,35000.0
"Октябрьский (Красноармейский район, Краснодарский край)",35000.0
Качар,34981.0
Городище,34964.0
Бутурлиновка,34956.0
Хмельницкий,34940.0
Жаксы,34919.0
Саратовская область,34913.0
Ахтырка,34912.0
Тинчлик,34875.0
Нея,34875.0
Апастово,34872.0
Артемовский,34866.0
Каргат,34862.0
Шагонар,34856.0
Юсьва,34833.0
Туркестан,34799.0
Венгерово,34785.0
Шарлык,34777.0
Знаменск,34763.0
Бровары,34757.0
Турунтаево,34750.0
Барсуковская,34750.0
Славянка (Ленинградская область),34750.0
Восточно-Сибирский округ,34726.0
Красноармейское,34722.0
Яшкино,34704.0
Ивановская,34686.0
Палех,34685.0
Междуреченский (Ханты-Мансийский АО),34639.0
Михайловка (Волгоградская область),34612.0
Александровское (Ставропольский край),34606.0
Оленино,34583.0
Светлоград,34575.0
Ленинск,34574.0
Кочубеевское,34566.0
Ардон,34563.0
Илек,34556.0
Пыталово,34527.0
Советский,34518.0
Дербент,34513.0
Красноармейское (Самарская область),34511.0
Козулька,34507.0
Васильево,34506.0
Уральск,34506.0
Кызылорда,34500.0
Мокроус,34500.0
Красные Четаи,34472.0
Палкино (Псковская область),34471.0
Избербаш,34462.0
Курчалой,34444.0
Жезказган,34434.0
Атемар,34417.0
Ярославская область,34416.0
Серафимович,34400.0
Риддер (ВКО),34400.0
Матвеевка,34381.0
Орда (Пермский край),34375.0
Сафакулево,34375.0
Газалкент,34367.0
Старожилово,34345.0
Варгаши,34330.0
Пучеж,34312.0
Невель,34312.0
Новопавловск,34242.0
Джизак,34209.0
Кочёво,34200.0
Яровое,34196.0
Верховье,34194.0
Неман,34181.0
Красная Поляна (Ростовская область),34167.0
Таврово,34167.0
Ветютнев,34167.0
Темников,34158.0
Аксарайский,34083.0
Назрань,34082.0
Родионово-Несветайская,34073.0
Адамовка,34063.0
Чик,34045.0
Нижние Серги,34040.0
Благодарный,34038.0
Тейково,34012.0
Ясный (Оренбургская область),34003.0
Зимовники,34003.0
Заветное,34000.0
Лунино (Пензенская область),34000.0
Коренево,34000.0
Алагир,33997.0
Тахиаташ,33983.0
Починки,33940.0
Щёлкино,33939.0
Самойловка,33917.0
Кабанск,33857.0
Чугуев,33828.0
Харабали,33807.0
Болхуны,33800.0
Алекса́ндров Гай,33792.0
Чадан,33786.0
Домбаровский,33750.0
Малая Сердоба,33733.0
Заюково,33700.0
Баксан,33693.0
Холмогоры,33687.0
Татищево (Саратовская область),33686.0
Анджиевский,33667.0
Ачит,33667.0
Пермский край,33629.0
Щучье,33621.0
Республика Зимбабве,33607.0
Высокое,33566.0
Асино,33535.0
Верхний Мамон,33527.0
Горячеводский,33500.0
Большая Ирба,33500.0
Октябрьский (Белгородская область),33500.0
Балтай,33500.0
Кокшетау,33494.0
Клявлино,33445.0
Мангистау,33422.0
Карабулак,33404.0
Сунтар,33400.0
Целинное (Курганская область),33361.0
Сернур,33334.0
Тюхтет,33333.0
Юго-Камский,33333.0
Чулым,33333.0
Нахичевань,33323.0
Каскелен,33321.0
Заветы Ильича (Хабаровский край),33296.0
Ладушкин,33264.0
Каменномостский,33259.0
Макушино,33257.0
Барышевка,33245.0
Павлодар,33241.0
Туран,33219.0
Бердянск,33214.0
Анна,33135.0
Южный округ,33129.0
Ленинградская область,33125.0
Суровикино,33092.0
Питерка,33075.0
Тяжинский,33069.0
Курчатов (Казахстан),33044.0
Тюлячи,33035.0
Алабуга (Челябинская область),33000.0
Головчино,33000.0
Тарасовский,32982.0
Нежинский (Ставропольский край),32944.0
Никольск,32900.0
Кедровый,32853.0
Прибельский,32833.0
Степняк,32833.0
Тара,32814.0
Черусти,32667.0
Краснослободск (Волгоградская область),32657.0
Донецкая область,32611.0
Кульсары,32609.0
Нестеров,32602.0
Ромоданово,32596.0
Прохладный,32592.0
Октябрьское (Пригородный район),32508.0
Анюйск,32500.0
Светлый (Оренбургская область),32500.0
Ая,32500.0
Атюрьево,32500.0
Васкелово,32500.0
Шелопугино (Забайкальский край),32500.0
Вадинск,32500.0
Нижний Баскунчак,32417.0
Баяндай,32400.0
Мамоново,32366.0
Хворостянка (Самарская область),32362.0
Кара-Балта,32353.0
Капчагай,32333.0
Средняя Ахтуба,32293.0
Тульская область,32266.0
Юкки,32250.0
Шемышейка,32188.0
Ясная Поляна (Ставропольский край),32167.0
Пестяки,32112.0
Курманаевка,32104.0
Емильчино,32088.0
Кваркено,32066.0
Мир,32056.0
Ремонтное,32033.0
Володарский,32031.0
Воскресенское (Саратовская область),32015.0
Базарный Карабулак,32008.0
Тростянец (Белгородская область),32000.0
Варваровка (Белгородская область),32000.0
Поповка (Белгородская область),32000.0
Казинка (Белгородская область),32000.0
Ивановка (Белгородская область),32000.0
Черницыно,32000.0
Архангельское (Белгородская область),32000.0
Козьмодемьяновка (Белгородская область),32000.0
Красное (Белгородская область),32000.0
Нагорье (Белгородская область),32000.0
Орлик (Белгородская область),32000.0
Покровка (Белгородская область),32000.0
Стариково (Белгородская область),32000.0
Октябрьский (Ярославская область),32000.0
Октябрь,32000.0
Березовка (Белгородская область),32000.0
Кыштовка,32000.0
Белянка (Белгородская область),32000.0
поселок Маршала Жукова,32000.0
поселок Лев Толстой,31987.0
ДСК Мичуринец,31950.0
Понежукай,31941.0
Дигора,31917.0
Чиракчи,31890.0
Чартак,31890.0
Ходжейли,31890.0
Ромитан,31890.0
Паркент,31890.0
Пахтаабад,31890.0
Пахтакор,31890.0
Пайтуг,31890.0
Чуст,31890.0
Яккабаг,31890.0
Шурчи,31890.0
Яйпан,31890.0
Риштан,31890.0
Кунград,31890.0
Шафиркан,31890.0
Шахрихан,31890.0
Шуманай,31890.0
Кумкурган,31890.0
Кувасай,31890.0
Шерабад,31890.0
Кургантепа,31890.0
Шаргунь,31890.0
Кызылтепа,31890.0
Питнак,31890.0
Чиназ,31890.0
Чимбай,31890.0
Хаккулабад,31890.0
Ханабад,31890.0
Ходжаабад,31890.0
Янгирабад,31890.0
Турткуль,31890.0
Челек,31890.0
Учкурган,31890.0
Ургут,31890.0
Туракурган,31890.0
Янги-Нишан,31890.0
Янгиер,31890.0
Мархамат,31890.0
Мангит,31890.0
Пап,31890.0
Мубарек,31890.0
Нурата,31890.0
Нурабад,31890.0
Муйнак,31890.0
Талгар,31842.0
Кунья,31797.0
Стаханов,31761.0
Приозёрск (Карагандинская область),31760.0
Тараз,31749.0
Красный Яр (Астраханская область),31705.0
Тросна,31700.0
Опочка,31681.0
Средний Икорец,31667.0
Волжский(Волгоградская область),31643.0
Пензенская область,31627.0
Кромы,31620.0
Мокшан,31548.0
Камское Устье,31544.0
Балыкчы,31505.0
Косшы,31445.0
Торгай,31419.0
Есик,31358.0
Палласовка,31341.0
Яшкуль,31333.0
Горный (Ростовская область),31300.0
Выльгорт,31297.0
Петров Вал,31283.0
Самарская область,31275.0
Кандыагаш,31275.0
Подгородняя Покровка,31250.0
Татарская Каргала,31250.0
Киргиз-Мияки,31188.0
Миргород,31143.0
Семей,31036.0
Дубенки,31000.0
Лямбирь,31000.0
Большие Березники,31000.0
Ельники,31000.0
Кемля,31000.0
Большое Игнатово,31000.0
Республика Татарстан,30985.0
Дубовка,30980.0
Торетам,30975.0
Лаишево,30970.0
Иссык,30957.0
Красные Баррикады,30950.0
Кагальницкая,30942.0
Икряное,30883.0
Подушкино,30875.0
Чапаево,30837.0
Нежинка,30833.0
Тамбовка (Астраханская область),30833.0
Темиртау,30741.0
Введенское,30682.0
Дебальцево,30676.0
Прямицыно,30667.0
Новониколаевский (Волгоградская область),30628.0
Знаменское (Чечня),30625.0
Северодонецк,30616.0
Клетская,30594.0
Учкекен,30588.0
Гаджиево,30518.0
Степное Озеро,30512.0
Елховка (Самарская область),30500.0
Привольный,30500.0
Вертячий,30500.0
Аксай (Волгоградская область),30500.0
Талдыкорган,30471.0
Шемонаиха (ВКО),30449.0
Ушачи,30386.0
Лиозно,30386.0
Докшицы,30386.0
Шумилино,30386.0
Свислочь,30386.0
Хотимск,30386.0
Миоры,30386.0
Арти,30333.0
Волчанск (Харьковская область),30319.0
Полтавка,30278.0
Онохой,30250.0
Шелек,30178.0
Началово,30175.0
Рязанская область,30089.0
Старая Полтавка,30086.0
Озерновский,30056.0
Николаевка (Камчатский край),30056.0
Даниловка,30050.0
Чегем Второй,30013.0
Смела,30005.0
Медведицкий,30000.0
Ново-Николаевка (Астраханская область),30000.0
Кижинга,30000.0
Днепрорудное,30000.0
Васильевка,30000.0
Долгий Мост,30000.0
Старобачаты,30000.0
Усть-Тарка,30000.0
Ушаковка (Астраханская область),30000.0
Тёмкино,30000.0
Кырен,30000.0
Северомуйск,30000.0
Гагарин (Узбекистан),30000.0
Солёное Займище (Астраханская область),30000.0
Приютное,30000.0
Никольское (Астраханская область),30000.0
Заречье,30000.0
Спирово (Тверская область),30000.0
Большой Царын,30000.0
Маньково-Калитвенская,30000.0
Сандата,30000.0
Развильное,30000.0
Чайкино (Республика Крым),30000.0
Аягоз (ВКО),29954.0
Лихой,29938.0
Тисуль,29897.0
Экибастуз,29871.0
Исмаиллы,29868.0
Нариманов,29808.0
Рыздвяный,29803.0
Челно-Вершины,29802.0
Ижма (Коми),29774.0
Аральск,29755.0
Яблоновский,29750.0
Верх-Ирмень,29750.0
Убинское,29740.0
Фастов,29723.0
Чистоозерное,29700.0
Лиман (Астраханская область),29616.0
Верхний Баскунчак,29601.0
Талица,29547.0
Ташара,29500.0
Хоринск,29500.0
Ерейментау (Акмол.обл),29476.0
Славгород,29454.0
Колышлей,29444.0
Усогорск,29348.0
Электроизолятор,29304.0
Цаган Аман,29275.0
Кичменгский Городок,29250.0
Тевриз,29248.0
Стрый,29221.0
Першотравенск,29199.0
Терновка,29199.0
Петропавловка (Воронежская область),29187.0
Южный (Одесская область),29185.0
Самарское,29179.0
Николаевск,29175.0
Тарногский Городок,29167.0
Горняцкий,29167.0
Шатурторф,29117.0
Нюксеница,29010.0
Ферсманово,29000.0
Осакаровка,28964.0
Вологодская область,28958.0
Балхаш,28895.0
Село имени Бабушкина,28786.0
Каменец-Подольский,28701.0
Обливская,28655.0
Белогородка,28531.0
Краснодарский край,28518.0
Намцы,28500.0
Грачевка (Оренбургская область),28478.0
Жанатас,28414.0
Новый Свет,28375.0
Терновка (Воронежская область),28375.0
Вишневое,28364.0
Покровское (Ростовская область),28333.0
Актогай,28316.0
Первомайск (Украина),28312.0
Сакмара,28300.0
Тоцкое Второе,28214.0
Байкалово (Свердловская область),28125.0
Видяево,28083.0
Кулан,27987.0
Конотоп,27977.0
Усть-Кулом,27857.0
Республика Башкортостан,27778.0
Новоишимское,27777.0
Чашники,27770.0
Этока,27750.0
Таврийск,27548.0
Краснополье (Могилевская область),27502.0
Россоны,27502.0
Октябрьский (Гомельская область),27502.0
Бешенковичи,27502.0
Ганцевичи,27502.0
Берестовица,27502.0
Хорей-Вер,27500.0
Старокучергановка,27500.0
Солянка,27500.0
Николаевка (Ростовская область),27500.0
Три Протока,27500.0
Красная Пахра,27500.0
Жашков,27477.0
Республика Нигер,27397.0
Изюм,27347.0
Никологоры,27300.0
Нарыга,27250.0
Глубокий,27250.0
Жанаркорган,27215.0
Зайсан,27161.0
Кордай,27147.0
Есиль,27114.0
Ленина (Краснодарский край),27000.0
Боярка,26999.0
Пскент,26957.0
Пайарык,26945.0
Раздольное (Новосибирская область),26912.0
Коломыя,26853.0
Мерке,26820.0
Сатпаев,26790.0
Отеген-Батыр,26754.0
Мальчевская,26750.0
Малый Маяк,26735.0
Массандра,26735.0
Пригородный (Волгоградская область),26667.0
Атакент,26602.0
Молоково (Тверская область),26600.0
Баковка,26590.0
Растопуловка,26500.0
Шалкар,26307.0
"Новониколаевка (Ростовская область, Азовский район)",26250.0
Советская (Ростовская область),26250.0
Песчаный (Ростовская область),26250.0
Ивановская область,26239.0
Рудня (Волгоградская область),26208.0
Шостка,26200.0
Ангрен,26166.0
Яшалта,26125.0
Мстера (Вязниковский район),26100.0
Паустово,26100.0
Октябрьский (Владимирская область),26100.0
Маслянино,26040.0
Джаркурган,26036.0
Синегорский,26000.0
Медвенка,25970.0
Жетысай,25948.0
Арысь (Туркестанская область),25945.0
Амдерма,25875.0
Калуш,25820.0
Баутино,25753.0
Архангельская область,25750.0
Атасу,25749.0
Беляевка (Оренбургская область),25710.0
Белая Церковь,25684.0
Иркутская область,25611.0
Шонгуй,25600.0
Тойтепа,25520.0
Селитренное,25500.0
Рубежное,25334.0
Большая Вруда,25333.0
Пригородный,25308.0
Чернышковский,25237.0
Гостилицы,25208.0
Белоомут,25174.0
Смоленская область,25173.0
Юца,25167.0
Аркалык,25103.0
Жанаозен,25055.0
Золотухино,25013.0
Ямное,25000.0
Новоживотинное,25000.0
Хреновое,25000.0
Унъюган,25000.0
Аккурган,25000.0
Синельниково,24979.0
Воронежская область,24729.0
Энергодар,24708.0
Червоноград,24636.0
Псковская область,24500.0
Измаил,24298.0
Косов,24280.0
Яремче,24280.0
Рогатин,24280.0
Долина,24280.0
Городенка,24280.0
Каратайка,24250.0
Лаголово,24250.0
Бугрино (Ненецкий АО),24250.0
Вангурей,24250.0
Индига,24250.0
Большое Сареево,24083.0
Ромны,24037.0
Мумра,24000.0
Малое Верево,24000.0
Оранжереи,24000.0
Каменка (Архангельская область),24000.0
Шу,23872.0
Сарыагаш,23850.0
Чарск (Шар),23828.0
Барышево,23775.0
Ростовская область,23762.0
Шепетовка,23741.0
Листвянский,23667.0
Лешуконское,23625.0
Коссово,23578.0
Новоград-Волынский,23381.0
Мечниково,23375.0
Лубны,23251.0
Кува,23000.0
Шиели,22967.0
Нежин,22917.0
Радомышль,22915.0
Атбасар,22877.0
Ширван,22860.0
Коростень,22847.0
Новый,22833.0
Никополь,22774.0
Яя,22652.0
Тамбовская область,22583.0
Могилев-Подольский,22556.0
Кировск,22552.0
Серебрянск,22522.0
Борогонцы,22500.0
Георгиевка (Омская область),22500.0
Бердигестях,22500.0
Чувашская Республика,22488.0
Жайрем,22443.0
Александрия (Кировоградская область),22438.0
Джамбай,22380.0
Аксукент,22232.0
Ставропольский край,22125.0
Рахов,22066.0
Умань,22039.0
Сиазань,22000.0
Лиман,22000.0
Поныри,22000.0
Покровск (Донецкая область),21913.0
Турка,21755.0
Чортков,21629.0
Богодухов,21629.0
Ржищев,21577.0
Брагин,21529.0
Оредеж,21500.0
Притеречный,21500.0
Преображенская,21424.0
Республика Мордовия,21292.0
Багдарин,21250.0
Знаменка,21139.0
Семеновка (Черниговская область),21136.0
Кагарлык,21091.0
Кочки,21000.0
Кирза,21000.0
Воловец,20866.0
Межгорье (Закарпатская область),20866.0
Иршава,20866.0
Брянская область,20668.0
Сарканд,20610.0
Новодугино,20500.0
Носовая,20500.0
Важины,20500.0
Южноукраинск,20442.0
Карабалык,20271.0
Шаля,20248.0
Мыс Шмидта,20000.0
Республика Дагестан,20000.0
Новая Малыкла,20000.0
Станция Озерки (Тальменский район),20000.0
Костромская область,20000.0
Чеченская республика,20000.0
Советское (Чувашская Республика),20000.0
Первомайское (Республика Хакасия),20000.0
Старая Майна,20000.0
Волгоградская область,19896.0
Хуст,19808.0
Осыпной Бугор,19750.0
Новомосковск (Днепропетровская область),19420.0
Стоянка,19393.0
Курская область,19362.0
Урджар,19303.0
Первомайское (Тамбовская область),19242.0
Шардара,19208.0
Новая Одесса,19133.0
Ульяновская область,19079.0
Лозовая,19029.0
Итанца,19000.0
Золотуха (Астраханская область),18750.0
Войскорово,18500.0
Жосалы (Кызылординская область),18432.0
Батпак,18432.0
Чунджа,18432.0
Вороново,18335.0
Алмалык,18260.0
Михайловка (Запорожская область),18211.0
Приморск (Запорожская область),18211.0
Черниговка,18211.0
Саксаульский,18123.0
Карасу,18119.0
Бурабай,17977.0
Кировоградская область,17884.0
Варва,17880.0
Талалаевка,17880.0
Мена,17880.0
Тайынша,17829.0
Аулиеколь,17804.0
Новая Каховка,17783.0
Калининградская область,17642.0
Суслонгер,17500.0
Берегово,17452.0
Тячев,17452.0
Чоп,17452.0
Великий Березный,17452.0
Перечин,17452.0
Свалява,17452.0
Александровск (Луганская Народная Республика),17222.0
Ивановка (Херсонская область),17222.0
Ушарал,17024.0
Комарово,17000.0
Зензели,17000.0
Купянск,16782.0
Волноваха,16679.0
Шаргород,16644.0
Люботин,16318.0
Самбор,16222.0
Белгородская область,16058.0
Новотроицкое,15967.0
Березовка (Гродненская область),15753.0
Сокаль,15233.0
Акимовка,15136.0
Шпола,15100.0
Тальное,15095.0
Васильков,15078.0
Олевск,15027.0
Уштобе,15006.0
Среднецарицынский,15000.0
Себрово,15000.0
Ытык-Кюель,15000.0
Бекабад,14717.0
Золочев (Харьковская область),14616.0
Дергачи,14261.0
Удмуртская Республика,14250.0
Гадяч,13601.0
Каховка,13503.0
Усть-Кара,13500.0
Несь,13500.0
Ома (Ненецкий АО),13500.0
Яготин,13185.0
Аршан,12500.0
Ангоя,12500.0
Угольные Копи,12500.0
Богуслав,12066.0
Килинчи,12000.0
Разночиновка,12000.0
Прикаспийский,12000.0
Сасыколи,12000.0
Образцово-Травино,12000.0
Березань,11639.0
Староконстантинов,11074.0
Нижний Куранах,10500.0
Париж,10500.0
Бруней Даруссалам,10500.0
Барбадос,10500.0
Нетешин,10354.0
Одесская область,10056.0
Тульчин,10001.0
Республика Северная Осетия-Алания,10000.0
Орловская область,10000.0
Лохвица,9652.0
Золотоноша,9553.0
Володарск-Волынский,9292.0
Останкино,9250.0
Кантаурово,9250.0
Неклюдово,9250.0
Большое Пикино,9250.0
Пятихатки,8726.0
Глобино,8680.0
Кобеляки,8680.0
Гребенка,8680.0
Великая Багачка,8680.0
Хорол,8680.0
Козельщина,8680.0
Трускавец,8530.0
Минская область,8294.0
Республика Марий Эл,8000.0
Вершиина Тёи,7450.0
Копьево,7450.0
Переяслав-Хмельницкий,7398.0
Доброполье,6510.0
Дашкесан,6143.0
Гиждуван,6143.0
Гузар,6143.0
Астраханская область,6000.0
Вижница,5628.0
Згуровка,5363.0
Очаков,3877.0
Курахово,2682.0
Угледар,2682.0
Великая Новоселка,2682.0
Родинское,2682.0
Свердловск,182.0
Агдаш,55.0
Новая Ушица,9.0
